Class,Violation Type,Severity,Message,Start Line,Start Column,End Line,End Column
TC_sendDocsToFundingSourceCTRL.cls,ClassNamingConventions,4,Class names should begin with an uppercase character (rule: Code Style-ClassNamingConventions),405,5,405,29
TC_sendDocsToFundingSourceCTRL.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),416,9,416,105
TC_sendDocsToFundingSourceCTRL.cls,ClassNamingConventions,4,Class names should begin with an uppercase character (rule: Code Style-ClassNamingConventions),425,5,425,33
TC_sendDocsToFundingSourceCTRLTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),72,5,72,48
TC_sendDocsToFundingSourceCTRLTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),84,5,84,44
TC_sendDocsToFundingSourceCTRLTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),112,5,112,55
TC_sendDocsToFundingSourceCTRLTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),143,5,143,46
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),10,5,10,79
TINCheckService.cls,EmptyIfStmt,4,Avoid empty if statements (rule: Error Prone-EmptyIfStmt),13,9,13,109
TINCheckService.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),13,9,13,109
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),28,5,28,59
TINCheckService.cls,CognitiveComplexity,4,The method 'TINCheckValidation(String)' has a cognitive complexity of 16  current threshold is 15 (rule: Design-CognitiveComplexity),28,5,28,59
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),73,5,73,48
TINCheckService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),74,9,74,203
TINCheckService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),74,9,74,203
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),83,5,83,57
TINCheckService.cls,ApexSuggestUsingNamedCred,4,Consider using named credentials for authenticated callouts (rule: Security-ApexSuggestUsingNamedCred),100,13,100,69
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),137,5,137,79
TINCheckService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),181,9,181,21
TINCheckService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),184,5,184,108
TINCheckService.cls,CognitiveComplexity,4,The method 'TinCheckAutoVerification(List<id>  Id  Boolean)' has a cognitive complexity of 17  current threshold is 15 (rule: Design-CognitiveComplexity),184,5,184,108
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'TIN' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),5,9,5,40
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'StatusCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),10,9,10,47
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'TinNameCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),16,9,16,45
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'TinNameDetails' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),17,9,17,48
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'DmfCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),18,9,18,41
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'DmfDetails' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),19,9,19,44
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'DmfData' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),20,9,20,41
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'EinCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),21,9,21,41
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'EinDetails' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),22,9,22,44
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'EinData' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),23,9,23,41
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'GiinCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),24,9,24,42
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'GiinDetails' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),25,9,25,45
TINCheckServiceModel.cls,PropertyNamingConventions,4,The instance property name 'GiinData' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),26,9,26,42
TINCheckServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),6,5,6,37
TINCheckServiceTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),22,5,22,47
TINCheckServiceTest.cls,MethodWithSameNameAsEnclosingClass,4,Classes should not have non-constructor methods with the same name as the class (rule: Error Prone-MethodWithSameNameAsEnclosingClass),22,5,22,47
TINCheckServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),22,5,22,47
TINCheckServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),40,5,40,62
TINCheckServiceTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),45,5,45,49
TaxRateService.cls,CognitiveComplexity,4,The class 'TaxRateService' has a total cognitive complexity of 71 (highest 33)  current threshold is 50 (rule: Design-CognitiveComplexity),2,1,2,43
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),8,5,8,53
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),10,13,10,153
TaxRateService.cls,ApexSuggestUsingNamedCred,4,Consider using named credentials for authenticated callouts (rule: Security-ApexSuggestUsingNamedCred),27,13,27,69
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),59,5,59,60
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),61,13,61,151
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),61,13,61,151
TaxRateService.cls,ApexSuggestUsingNamedCred,4,Consider using named credentials for authenticated callouts (rule: Security-ApexSuggestUsingNamedCred),82,13,82,69
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),108,5,108,124
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),136,5,136,91
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),172,5,172,61
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),174,9,174,119
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),181,5,181,75
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),183,9,183,150
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),190,5,190,58
TaxRateService.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),192,9,192,139
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),200,5,200,143
TaxRateService.cls,CognitiveComplexity,4,The method 'UpdateEquipmentLocation(Map<Id  Id>  TaxRateServiceModal.AssetTaxAmountResponse  opportunity)' has a cognitive complexity of 33  current threshold is 15 (rule: Design-CognitiveComplexity),200,5,200,143
TaxRateService.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),283,5,283,123
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Assets' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),6,9,6,46
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Amounts' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),11,9,11,55
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),16,9,16,37
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'LeaseType' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),18,9,18,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'DecisionNeeds' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),20,9,20,60
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),25,9,25,37
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Decisions' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),27,9,27,59
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),32,9,32,37
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'AssetId' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),34,9,34,42
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'LeaseType' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),36,9,36,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'EquipCost' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),38,9,38,45
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'SumOfRentPayments' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),40,9,40,53
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'SumOfMaintPayments' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),42,9,42,54
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'SumOfPPTpayments' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),44,9,44,52
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'SumOfCPCfees' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),46,9,46,48
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'StateCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),48,9,48,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CountyCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),50,9,50,45
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CityCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),52,9,52,43
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Id' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),57,9,57,37
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'AssetId' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),59,9,59,42
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Codes' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),61,9,61,38
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'Rates' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),63,9,63,38
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'TaxAmount' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),65,9,65,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'TaxBasis' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),67,9,67,43
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'PaymentCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),69,9,69,45
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'RentalTaxCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),74,9,74,48
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'LateTaxCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),76,9,76,46
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'MiscTaxCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),78,9,78,46
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'ExemptCertAllowed' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),80,9,80,53
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'UpfrontTaxCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),82,9,82,48
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'StateRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),87,9,87,45
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CountyRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),89,9,89,46
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CityRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),91,9,91,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'TransitCityRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),93,9,93,51
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'TransitCountyRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),95,9,95,53
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'TotalRate' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),97,9,97,53
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'GlCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),102,9,102,41
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'IncludeInRent' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),104,9,104,49
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'StateCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),106,9,106,44
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CountyCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),108,9,108,45
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'CityCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),110,9,110,43
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'GlCode' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),115,9,115,41
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'IncludeInRent' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),117,9,117,49
TaxRateServiceModal.cls,PropertyNamingConventions,4,The instance property name 'IsTaxable' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-PropertyNamingConventions),119,9,119,45
TaxRateServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),3,5,3,37
TaxRateServiceTest.cls,ApexUnitTestClassShouldHaveAsserts,4,Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call (rule: Best Practices-ApexUnitTestClassShouldHaveAsserts),61,5,61,54
TaxRateServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),83,5,83,62
TaxRateServiceTest.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),87,5,87,59
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),4,5,4,42
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),8,5,8,57
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),9,9,9,70
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),17,5,17,51
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),22,5,22,62
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),35,5,35,49
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),42,5,42,69
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),44,9,44,24
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),49,5,49,86
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),60,9,60,23
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),60,9,60,23
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),63,9,63,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),63,9,63,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),66,9,66,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),66,9,66,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),71,9,71,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),71,9,71,24
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),82,5,82,62
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),86,5,86,59
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),93,5,93,61
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),122,5,122,60
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),129,5,129,55
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),138,5,138,81
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),140,9,140,24
TestDataGenerator.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),145,5,145,99
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),150,9,150,24
TestDataGenerator.cls,ApexCRUDViolation,4,Validate CRUD permission before SOQL/DML operation (rule: Security-ApexCRUDViolation),150,9,150,24
TestUtility.cls,ExcessivePublicCount,4,This class has too many public methods and attributes (rule: Design-ExcessivePublicCount),2,1,2,40
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),33,5,33,107
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),52,5,52,121
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),68,5,68,114
TestUtility.cls,CognitiveComplexity,4,The method 'createCommunityUser(String  String  String  String)' has a cognitive complexity of 15  current threshold is 15 (rule: Design-CognitiveComplexity),68,5,68,114
TestUtility.cls,EmptyIfStmt,4,Avoid empty if statements (rule: Error Prone-EmptyIfStmt),77,17,77,52
TestUtility.cls,EmptyStatementBlock,4,Avoid empty block statements. (rule: Error Prone-EmptyStatementBlock),77,17,77,52
TestUtility.cls,IfStmtsMustUseBraces,4,Avoid using if statements without curly braces (rule: Code Style-IfStmtsMustUseBraces),106,21,106,75
TestUtility.cls,IfElseStmtsMustUseBraces,4,Avoid using if...else statements without curly braces (rule: Code Style-IfElseStmtsMustUseBraces),106,21,106,75
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),139,5,139,99
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),179,5,179,140
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),208,5,208,132
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),232,5,232,143
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'Template' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),232,5,232,143
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),248,5,248,172
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),273,5,273,105
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),287,5,287,120
TestUtility.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),287,5,287,120
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),303,5,303,123
TestUtility.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),316,5,316,102
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),356,8,356,87
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),385,8,385,87
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),408,5,408,166
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),424,5,424,163
TestUtility.cls,LocalVariableNamingConventions,4,The local variable name 'MigratedContactRecord' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),467,9,467,53
TestUtility.cls,LocalVariableNamingConventions,4,The local variable name 'UserPortalContactRecord' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),477,9,477,55
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'FirstName' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'LastName' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'Email' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'UserId' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'Status' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'Retries' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,FormalParameterNamingConventions,4,The method parameter name 'AccessLevel' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FormalParameterNamingConventions),489,5,489,178
TestUtility.cls,ExcessiveParameterList,4,Avoid long parameter lists (rule: Design-ExcessiveParameterList),503,5,503,144
TriggerExecutionFlag.cls,FieldNamingConventions,4,The static field name 'UserContactTriggerExecuted' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),3,5,3,60
TriggerExecutionFlag.cls,FieldNamingConventions,4,The static field name 'ExecuteContactUpdateTrigger' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-FieldNamingConventions),4,5,4,62
UccDebtortriggerhelper.cls,ApexSharingViolations,4,Apex classes should declare a sharing model if DML or SOQL is used (rule: Security-ApexSharingViolations),1,1,1,38
UccDebtortriggerhelper.cls,MethodNamingConventions,4,Method name does not begin with a lower case character. (rule: Code Style-MethodNamingConventions),3,2,3,84
UccDebtortriggerhelper.cls,LocalVariableNamingConventions,4,The local variable name 'Uccfilinid' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),4,9,4,46
UccDebtortriggerhelper.cls,LocalVariableNamingConventions,4,The local variable name 'Uccfilingrecord' doesn't match '[a-z][a-zA-Z0-9]*' (rule: Code Style-LocalVariableNamingConventions),5,3,5,87
